lokasi,jumlah_kamar_tidur,jumlah_kamar_mandi,luas_bangunan,harga
"Thamrin, Jakarta Pusat",3,2,96,1750000000
"Thamrin, Jakarta Pusat",2,2,126,6000000000
"Tanah Abang, Jakarta Pusat",1,1,48,1350000000
"Tanah Abang, Jakarta Pusat",1,1,42,1200000000
"Tanah Abang, Jakarta Pusat",1,1,28,850000000
"Tanah Abang, Jakarta Pusat",1,1,28,850000000
"Tanah Abang, Jakarta Pusat",1,1,28,850000000
"Tanah Abang, Jakarta Pusat",1,1,28,850000000
"Tanah Abang, Jakarta Pusat",1,1,28,850000000
"Tanah Abang, Jakarta Pusat",1,1,28,850000000
"Tanah Abang, Jakarta Pusat",1,1,28,850000000
"Tanah Abang, Jakarta Pusat",1,1,28,850000000
"Tanah Abang, Jakarta Pusat",1,1,28,850000000
"Tanah Abang, Jakarta Pusat",1,1,28,850000000
"Bendungan Hilir, Jakarta Pusat",1,1,29,600000000
"Bendungan Hilir, Jakarta Pusat",1,1,29,585000000
"Thamrin, Jakarta Pusat",3,2,86,2300000000
"Kebon Melati, Jakarta Pusat",2,1,58,1600000000
"Tanah Abang, Jakarta Pusat",2,1,61,1650000000
"Tanah Abang, Jakarta Pusat",1,1,42,1150000000
"Kebon Melati, Jakarta Pusat",2,1,58,1500000000
"Thamrin, Jakarta Pusat",2,1,153,6500000000
"Tanah Abang, Jakarta Pusat",2,1,56,1400000000
"Thamrin, Jakarta Pusat",2,1,56,1300000000
"Thamrin, Jakarta Pusat",1,1,40,1000000000
"Tanah Abang, Jakarta Pusat",1,1,39,1500000000
"Tanah Abang, Jakarta Pusat",2,1,65,1600000000
"Tanah Abang, Jakarta Pusat",3,2,68,1450000000
"Thamrin, Jakarta Pusat",2,1,77,1900000000
"Thamrin, Jakarta Pusat",3,2,103,1900000000
"Tanah Abang, Jakarta Pusat",2,1,58,1200000000
"Thamrin, Jakarta Pusat",2,2,80,2200000000
"Tanah Abang, Jakarta Pusat",1,1,42,860000000
"Karet Tengsin, Jakarta Pusat",2,1,48,910000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1150000000
"Kebon Melati, Jakarta Pusat",1,1,40,1000000000
"Tanah Abang, Jakarta Pusat",2,1,48,1000000000
"Tanah Abang, Jakarta Pusat",1,1,82,5500000000
"Senayan, Jakarta Pusat",2,1,69,1500000000
"Tanah Abang, Jakarta Pusat",3,2,87,2000000000
"Tanah Abang, Jakarta Pusat",3,2,96,1900000000
"Tanah Abang, Jakarta Pusat",2,1,46,1400000000
"Karet Tengsin, Jakarta Pusat",2,1,46,1400000000
"Karet Tengsin, Jakarta Pusat",2,1,46,1400000000
"Tanah Abang, Jakarta Pusat",2,1,56,1500000000
"Thamrin, Jakarta Pusat",1,1,40,1100000000
"Thamrin, Jakarta Pusat",2,1,58,1390000000
"Karet Tengsin, Jakarta Pusat",2,1,48,900000000
"Karet Tengsin, Jakarta Pusat",1,1,38,900000000
"Karet Tengsin, Jakarta Pusat",1,1,38,950000000
"Karet Tengsin, Jakarta Pusat",2,1,48,920000000
"Thamrin, Jakarta Pusat",1,1,42,1200000000
"Thamrin, Jakarta Pusat",1,1,40,1270000000
"Thamrin, Jakarta Pusat",3,2,103,2500000000
"Thamrin, Jakarta Pusat",2,1,58,1600000000
"Bendungan Hilir, Jakarta Pusat",2,1,60,3100000000
"Tanah Abang, Jakarta Pusat",2,2,53,1800000000
"Tanah Abang, Jakarta Pusat",2,1,58,1550000000
"Tanah Abang, Jakarta Pusat",3,2,90,1500000000
"Kebon Kacang, Jakarta Pusat",2,3,141,5500000000
"Tanah Abang, Jakarta Pusat",1,1,40,1050000000
"Karet Tengsin, Jakarta Pusat",2,1,48,920000000
"Thamrin, Jakarta Pusat",2,1,52,1200000000
"Tanah Abang, Jakarta Pusat",1,1,42,1750000000
"Tanah Abang, Jakarta Pusat",1,1,30,1250000000
"Tanah Abang, Jakarta Pusat",3,2,80,2200000000
"Tanah Abang, Jakarta Pusat",2,1,58,1800000000
"Thamrin, Jakarta Pusat",3,2,80,1800000000
"Karet Tengsin, Jakarta Pusat",2,1,52,960000000
"Karet Tengsin, Jakarta Pusat",2,1,48,900000000
"Thamrin, Jakarta Pusat",3,2,101,2650000000
"Karet Tengsin, Jakarta Pusat",2,1,52,1100000000
"Thamrin, Jakarta Pusat",1,1,42,1050000000
"Karet Tengsin, Jakarta Pusat",2,1,48,960000000
"Senayan, Jakarta Pusat",2,1,65,2200000000
"Tanah Abang, Jakarta Pusat",2,1,77,2200000000
"Bendungan Hilir, Jakarta Pusat",2,1,90,3000000000
"Karet Tengsin, Jakarta Pusat",2,2,88,3000000000
"Karet Tengsin, Jakarta Pusat",2,2,88,3000000000
"Tanah Abang, Jakarta Pusat",2,1,84,2250000000
"Karet Tengsin, Jakarta Pusat",2,1,84,2250000000
"Tanah Abang, Jakarta Pusat",1,1,46,1000000000
"Tanah Abang, Jakarta Pusat",2,2,147,6200000000
"Tanah Abang, Jakarta Pusat",3,2,105,2500000000
"Tanah Abang, Jakarta Pusat",3,2,120,2500000000
"Karet Tengsin, Jakarta Pusat",2,2,147,5500000000
"KH Mas Mansyur, Jakarta Pusat",2,1,36,1000000000
"Thamrin, Jakarta Pusat",1,1,42,1200000000
"Thamrin, Jakarta Pusat",2,1,54,2400000000
"Karet Tengsin, Jakarta Pusat",2,1,53,1300000000
"Thamrin, Jakarta Pusat",2,2,74,2400000000
"Tanah Abang, Jakarta Pusat",3,2,105,2800000000
"Kebon Kacang, Jakarta Pusat",1,1,100,3500000000
"Tanah Abang, Jakarta Pusat",2,1,59,1700000000
"Tanah Abang, Jakarta Pusat",1,1,42,750000000
"Tanah Abang, Jakarta Pusat",2,1,54,1300000000
"Tanah Abang, Jakarta Pusat",2,1,65,1700000000
"Tanah Abang, Jakarta Pusat",2,1,65,1300000000
"Tanah Abang, Jakarta Pusat",2,1,90,1600000000
"Tanah Abang, Jakarta Pusat",2,1,65,1250000000
"Thamrin, Jakarta Pusat",1,1,45,1250000000
"Bendungan Hilir, Jakarta Pusat",3,2,80,4000000000
"Thamrin, Jakarta Pusat",2,1,65,1300000000
"Tanah Abang, Jakarta Pusat",1,1,44,1200000000
"Thamrin, Jakarta Pusat",1,1,42,1200000000
"Karet Tengsin, Jakarta Pusat",2,2,120,4200000000
"Karet Tengsin, Jakarta Pusat",1,1,85,2300000000
"Tanah Abang, Jakarta Pusat",1,1,42,1300000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"KH Mas Mansyur, Jakarta Pusat",3,2,100,2200000000
"Tanah Abang, Jakarta Pusat",1,1,42,950000000
"Karet Tengsin, Jakarta Pusat",1,1,75,1800000000
"Tanah Abang, Jakarta Pusat",2,2,115,3500000000
"KH Mas Mansyur, Jakarta Pusat",3,2,134,3800000000
"Tanah Abang, Jakarta Pusat",2,2,101,2300000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1000000000
"Tanah Abang, Jakarta Pusat",1,1,45,930000000
"Karet Tengsin, Jakarta Pusat",2,2,93,3950000000
"Bendungan Hilir, Jakarta Pusat",1,1,63,1400000000
"Thamrin, Jakarta Pusat",1,1,42,1100000000
"Tanah Abang, Jakarta Pusat",1,1,40,1000000000
"Thamrin, Jakarta Pusat",3,2,103,2400000000
"Tanah Abang, Jakarta Pusat",1,1,45,930000000
"Thamrin, Jakarta Pusat",2,2,160,5200000000
"Thamrin, Jakarta Pusat",2,1,74,1700000000
"Tanah Abang, Jakarta Pusat",3,2,120,2800000000
"Thamrin, Jakarta Pusat",2,2,78,2000000000
"Thamrin, Jakarta Pusat",1,1,38,900000000
"Bendungan Hilir, Jakarta Pusat",2,2,86,2300000000
"Bendungan Hilir, Jakarta Pusat",1,1,64,2900000000
"Bendungan Hilir, Jakarta Pusat",1,1,64,2900000000
"Bendungan Hilir, Jakarta Pusat",1,1,64,2900000000
"Bendungan Hilir, Jakarta Pusat",1,1,64,2900000000
"Thamrin, Jakarta Pusat",2,2,157,5250000000
"Tanah Abang, Jakarta Pusat",3,2,102,2150000000
"Thamrin, Jakarta Pusat",2,2,60,1400000000
"Thamrin, Jakarta Pusat",3,2,98,1850000000
"Thamrin, Jakarta Pusat",3,2,98,2000000000
"Bendungan Hilir, Jakarta Pusat",2,1,62,3600000000
"Tanah Abang, Jakarta Pusat",3,3,78,1500000000
"Tanah Abang, Jakarta Pusat",2,1,48,1150000000
"Thamrin, Jakarta Pusat",2,1,58,2000000000
"Thamrin, Jakarta Pusat",2,1,58,2000000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"Tanah Abang, Jakarta Pusat",2,1,69,1800000000
"Tanah Abang, Jakarta Pusat",1,1,42,1400000000
"Tanah Abang, Jakarta Pusat",1,1,38,1200000000
"Tanah Abang, Jakarta Pusat",1,1,40,850000000
"Bendungan Hilir, Jakarta Pusat",2,1,112,2600000000
"Thamrin, Jakarta Pusat",1,1,51,3790000000
"Tanah Abang, Jakarta Pusat",2,2,103,6200000000
"Thamrin, Jakarta Pusat",3,3,104,2000000000
"Tanah Abang, Jakarta Pusat",1,1,38,1200000000
"Thamrin, Jakarta Pusat",1,1,43,1200000000
"Tanah Abang, Jakarta Pusat",1,1,38,1200000000
"Thamrin, Jakarta Pusat",2,2,108,3600000000
"Tanah Abang, Jakarta Pusat",1,1,40,850000000
"Thamrin, Jakarta Pusat",3,2,76,1600000000
"Tanah Abang, Jakarta Pusat",2,1,56,1500000000
"Karet Tengsin, Jakarta Pusat",1,2,48,1250000000
"Thamrin, Jakarta Pusat",2,1,80,2300000000
"KH Mas Mansyur, Jakarta Pusat",2,1,37,870000000
"Thamrin, Jakarta Pusat",2,1,73,3500000000
"KH Mas Mansyur, Jakarta Pusat",1,1,36,1350000000
"KH Mas Mansyur, Jakarta Pusat",1,1,36,1350000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"Tanah Abang, Jakarta Pusat",2,2,77,1850000000
"Tanah Abang, Jakarta Pusat",2,2,79,1900000000
"Kebon Kacang, Jakarta Pusat",1,1,40,850000000
"Karet Tengsin, Jakarta Pusat",1,1,37,1500000000
"Karet Tengsin, Jakarta Pusat",2,2,141,4500000000
"Karet Tengsin, Jakarta Pusat",1,1,73,2600000000
"Tanah Abang, Jakarta Pusat",1,1,82,4950000000
"Tanah Abang, Jakarta Pusat",1,1,83,2300000000
"Tanah Abang, Jakarta Pusat",2,2,83,2000000000
"Thamrin, Jakarta Pusat",3,2,95,3500000000
"Tanah Abang, Jakarta Pusat",1,1,38,1000000000
"Tanah Abang, Jakarta Pusat",1,1,38,1000000000
"Thamrin, Jakarta Pusat",1,1,55,4300000000
"Thamrin, Jakarta Pusat",1,1,42,1200000000
"Thamrin, Jakarta Pusat",2,1,72,2100000000
"Thamrin, Jakarta Pusat",2,1,63,2250000000
"Thamrin, Jakarta Pusat",1,1,42,1250000000
"Pejompongan, Jakarta Pusat",1,1,24,750000000
"Karet Tengsin, Jakarta Pusat",3,2,78,1700000000
"Tanah Abang, Jakarta Pusat",1,1,40,950000000
"Tanah Abang, Jakarta Pusat",3,2,98,3000000000
"Thamrin, Jakarta Pusat",2,2,104,3750000000
"Thamrin, Jakarta Pusat",1,1,42,1500000000
"Tanah Abang, Jakarta Pusat",1,1,82,4950000000
"Tanah Abang, Jakarta Pusat",2,1,60,2150000000
"Tanah Abang, Jakarta Pusat",1,1,55,2900000000
"Kebon Kacang, Jakarta Pusat",1,1,48,1200000000
"Tanah Abang, Jakarta Pusat",2,2,76,1800000000
"Tanah Abang, Jakarta Pusat",2,1,60,1350000000
"Tanah Abang, Jakarta Pusat",3,2,130,2500000000
"Tanah Abang, Jakarta Pusat",3,2,92,1800000000
"Tanah Abang, Jakarta Pusat",3,3,130,2500000000
"Tanah Abang, Jakarta Pusat",3,2,150,2800000000
"Tanah Abang, Jakarta Pusat",3,3,130,2200000000
"Tanah Abang, Jakarta Pusat",2,2,54,1250000000
"Tanah Abang, Jakarta Pusat",1,1,40,925000000
"Tanah Abang, Jakarta Pusat",1,1,40,950000000
"Tanah Abang, Jakarta Pusat",1,1,42,1070000000
"Karet Tengsin, Jakarta Pusat",3,2,98,2400000000
"Bendungan Hilir, Jakarta Pusat",1,1,29,650000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1150000000
"Tanah Abang, Jakarta Pusat",1,1,47,1100000000
"Thamrin, Jakarta Pusat",2,1,77,2200000000
"Thamrin, Jakarta Pusat",1,1,42,1000000000
"Tanah Abang, Jakarta Pusat",2,1,48,1150000000
"Tanah Abang, Jakarta Pusat",2,1,76,1750000000
"Tanah Abang, Jakarta Pusat",2,2,104,6000000000
"Karet Tengsin, Jakarta Pusat",3,2,78,1950000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1150000000
"Karet Tengsin, Jakarta Pusat",3,2,78,1950000000
"Tanah Abang, Jakarta Pusat",3,2,114,2600000000
"Tanah Abang, Jakarta Pusat",3,2,103,2200000000
"Tanah Abang, Jakarta Pusat",1,1,30,850000000
"Tanah Abang, Jakarta Pusat",2,2,53,1800000000
"Tanah Abang, Jakarta Pusat",2,2,90,2200000000
"Tanah Abang, Jakarta Pusat",1,1,40,850000000
"Thamrin, Jakarta Pusat",1,1,30,725000000
"Karet Tengsin, Jakarta Pusat",2,1,48,960000000
"Karet Tengsin, Jakarta Pusat",2,1,48,950000000
"Tanah Abang, Jakarta Pusat",2,1,65,1500000000
"Thamrin, Jakarta Pusat",1,1,81,5200000000
"Tanah Abang, Jakarta Pusat",3,2,148,3200000000
"Thamrin, Jakarta Pusat",2,1,58,2000000000
"Thamrin, Jakarta Pusat",2,2,67,1990000000
"Thamrin, Jakarta Pusat",1,1,41,910000000
"Tanah Abang, Jakarta Pusat",2,1,48,1090000000
"Karet Tengsin, Jakarta Pusat",1,1,40,1450000000
"Tanah Abang, Jakarta Pusat",3,2,187,5100000000
"Thamrin, Jakarta Pusat",3,3,153,4850000000
"Tanah Abang, Jakarta Pusat",1,1,55,3500000000
"Tanah Abang, Jakarta Pusat",1,1,40,1100000000
"Thamrin, Jakarta Pusat",2,2,127,5000000000
"Thamrin, Jakarta Pusat",1,1,42,1000000000
"Karet Tengsin, Jakarta Pusat",3,2,181,5980000000
"Tanah Abang, Jakarta Pusat",1,1,87,3000000000
"Thamrin, Jakarta Pusat",2,1,56,1500000000
"Tanah Abang, Jakarta Pusat",1,1,42,1400000000
"Tanah Abang, Jakarta Pusat",2,2,144,3800000000
"Karet Tengsin, Jakarta Pusat",2,2,48,1190000000
"Thamrin, Jakarta Pusat",2,2,125,4500000000
"Thamrin, Jakarta Pusat",2,2,125,4500000000
"Thamrin, Jakarta Pusat",2,2,123,5300000000
"KH Mas Mansyur, Jakarta Pusat",1,1,60,1200000000
"Tanah Abang, Jakarta Pusat",1,1,50,1500000000
"Senayan, Jakarta Pusat",2,1,97,2100000000
"Thamrin, Jakarta Pusat",1,1,81,5700000000
"Thamrin, Jakarta Pusat",2,2,103,6200000000
"Bendungan Hilir, Jakarta Pusat",3,2,154,3200000000
"Tanah Abang, Jakarta Pusat",2,2,65,2000000000
"Kebon Kacang, Jakarta Pusat",2,1,59,1800000000
"Tanah Abang, Jakarta Pusat",2,1,45,1250000000
"Thamrin, Jakarta Pusat",1,1,40,1500000000
"Tanah Abang, Jakarta Pusat",1,1,52,1200000000
"Thamrin, Jakarta Pusat",2,2,54,1250000000
"Tanah Abang, Jakarta Pusat",2,1,48,935000000
"Tanah Abang, Jakarta Pusat",2,1,48,1100000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1000000000
"Kebon Kacang, Jakarta Pusat",2,1,55,1300000000
"Tanah Abang, Jakarta Pusat",1,1,50,1800000000
"Tanah Abang, Jakarta Pusat",2,1,81,1900000000
"Thamrin, Jakarta Pusat",1,1,55,3900000000
"Thamrin, Jakarta Pusat",2,2,126,6000000000
"Bendungan Hilir, Jakarta Pusat",1,1,34,1250000000
"Tanah Abang, Jakarta Pusat",3,2,77,2750000000
"Kebon Melati, Jakarta Pusat",1,1,81,5200000000
"KH Mas Mansyur, Jakarta Pusat",2,1,50,1200000000
"Karet Tengsin, Jakarta Pusat",2,2,103,2500000000
"Tanah Abang, Jakarta Pusat",1,1,53,1000000000
"Tanah Abang, Jakarta Pusat",1,1,45,888000000
"Thamrin, Jakarta Pusat",1,1,42,1200000000
"Thamrin, Jakarta Pusat",1,1,42,1200000000
"Thamrin, Jakarta Pusat",1,1,42,1200000000
"Thamrin, Jakarta Pusat",1,1,42,1200000000
"Thamrin, Jakarta Pusat",2,2,162,6600000000
"Bendungan Hilir, Jakarta Pusat",2,2,63,4000000000
"Tanah Abang, Jakarta Pusat",1,1,106,3500000000
"Thamrin, Jakarta Pusat",1,1,42,1400000000
"Tanah Abang, Jakarta Pusat",2,2,72,2200000000
"Thamrin, Jakarta Pusat",3,2,103,2100000000
"Tanah Abang, Jakarta Pusat",2,1,60,1400000000
"Tanah Abang, Jakarta Pusat",1,1,36,1500000000
"Tanah Abang, Jakarta Pusat",2,1,68,1600000000
"Tanah Abang, Jakarta Pusat",3,2,62,2850000000
"Tanah Abang, Jakarta Pusat",3,2,142,4200000000
"Tanah Abang, Jakarta Pusat",2,1,50,1450000000
"Tanah Abang, Jakarta Pusat",2,1,58,1400000000
"Tanah Abang, Jakarta Pusat",2,2,150,5700000000
"Karet Tengsin, Jakarta Pusat",1,1,50,2000000000
"Thamrin, Jakarta Pusat",2,1,65,1600000000
"Tanah Abang, Jakarta Pusat",1,1,41,1200000000
"Thamrin, Jakarta Pusat",1,1,81,4750000000
"Tanah Abang, Jakarta Pusat",1,1,41,1000000000
"KH Mas Mansyur, Jakarta Pusat",2,1,48,1150000000
"KH Mas Mansyur, Jakarta Pusat",2,1,48,1150000000
"Tanah Abang, Jakarta Pusat",2,2,48,1100000000
"Karet Tengsin, Jakarta Pusat",2,2,71,2100000000
"Karet Tengsin, Jakarta Pusat",1,1,34,1100000000
"Tanah Abang, Jakarta Pusat",1,1,29,950000000
"Tanah Abang, Jakarta Pusat",3,2,96,1950000000
"Bendungan Hilir, Jakarta Pusat",2,1,91,2350000000
"Thamrin, Jakarta Pusat",3,3,105,2800000000
"Thamrin, Jakarta Pusat",2,1,59,2000000000
"Tanah Abang, Jakarta Pusat",1,2,44,1300000000
"Kebon Melati, Jakarta Pusat",1,1,55,3200000000
"Kebon Melati, Jakarta Pusat",2,2,103,5850000000
"Thamrin, Jakarta Pusat",1,1,77,2200000000
"Tanah Abang, Jakarta Pusat",1,1,76,2200000000
"Tanah Abang, Jakarta Pusat",2,1,48,1150000000
"Thamrin, Jakarta Pusat",2,1,45,1350000000
"Thamrin, Jakarta Pusat",2,2,126,5500000000
"KH Mas Mansyur, Jakarta Pusat",3,3,147,6200000000
"Tanah Abang, Jakarta Pusat",1,1,49,990000000
"Tanah Abang, Jakarta Pusat",3,2,90,2500000000
"Bendungan Hilir, Jakarta Pusat",1,1,49,1350000000
"Tanah Abang, Jakarta Pusat",3,2,172,4500000000
"Tanah Abang, Jakarta Pusat",3,2,78,1650000000
"Karet Tengsin, Jakarta Pusat",2,2,147,5500000000
"Bendungan Hilir, Jakarta Pusat",3,3,122,5500000000
"Bendungan Hilir, Jakarta Pusat",3,3,122,5500000000
"Bendungan Hilir, Jakarta Pusat",3,3,122,5500000000
"Bendungan Hilir, Jakarta Pusat",3,3,122,5500000000
"Tanah Abang, Jakarta Pusat",2,3,112,2600000000
"Tanah Abang, Jakarta Pusat",3,2,76,1700000000
"Bendungan Hilir, Jakarta Pusat",3,2,172,5500000000
"Tanah Abang, Jakarta Pusat",1,1,42,1700000000
"Tanah Abang, Jakarta Pusat",2,1,69,1400000000
"Tanah Abang, Jakarta Pusat",1,1,53,1000000000
"Tanah Abang, Jakarta Pusat",1,1,100,2800000000
"Thamrin, Jakarta Pusat",1,1,43,2500000000
"Tanah Abang, Jakarta Pusat",2,2,112,2600000000
"Karet Tengsin, Jakarta Pusat",2,2,148,5500000000
"Thamrin, Jakarta Pusat",3,2,76,1700000000
"Tanah Abang, Jakarta Pusat",3,1,64,2900000000
"Tanah Abang, Jakarta Pusat",2,2,84,1900000000
"Tanah Abang, Jakarta Pusat",2,2,134,4300000000
"Tanah Abang, Jakarta Pusat",2,1,82,5900000000
"Tanah Abang, Jakarta Pusat",2,1,65,1500000000
"Bendungan Hilir, Jakarta Pusat",3,2,118,3200000000
"Bendungan Hilir, Jakarta Pusat",3,2,118,3500000000
"Bendungan Hilir, Jakarta Pusat",3,2,118,3300000000
"Tanah Abang, Jakarta Pusat",2,1,52,1700000000
"Bendungan Hilir, Jakarta Pusat",1,1,49,1450000000
"Tanah Abang, Jakarta Pusat",2,2,147,5000000000
"Tanah Abang, Jakarta Pusat",3,1,98,2250000000
"Karet Tengsin, Jakarta Pusat",1,1,85,2600000000
"Tanah Abang, Jakarta Pusat",1,1,82,5500000000
"Tanah Abang, Jakarta Pusat",1,1,55,3850000000
"Karet Tengsin, Jakarta Pusat",1,1,85,2300000000
"Thamrin, Jakarta Pusat",1,1,41,1200000000
"Karet Tengsin, Jakarta Pusat",2,2,141,4500000000
"Thamrin, Jakarta Pusat",1,1,41,1100000000
"Karet Tengsin, Jakarta Pusat",3,2,78,2500000000
"Karet Tengsin, Jakarta Pusat",1,1,38,985000000
"Kebon Melati, Jakarta Pusat",1,1,42,1100000000
"Tanah Abang, Jakarta Pusat",2,2,147,6200000000
"Tanah Abang, Jakarta Pusat",1,1,85,1900000000
"Tanah Abang, Jakarta Pusat",3,2,92,1820000000
"KH Mas Mansyur, Jakarta Pusat",1,1,85,2300000000
"Thamrin, Jakarta Pusat",3,2,103,1900000000
"Thamrin, Jakarta Pusat",2,1,77,1900000000
"Tanah Abang, Jakarta Pusat",2,1,58,1500000000
"Tanah Abang, Jakarta Pusat",1,1,28,1000000000
"Tanah Abang, Jakarta Pusat",2,2,84,3700000000
"Tanah Abang, Jakarta Pusat",2,2,77,1800000000
"Thamrin, Jakarta Pusat",1,1,42,1500000000
"Tanah Abang, Jakarta Pusat",1,1,38,900000000
"Tanah Abang, Jakarta Pusat",2,2,115,3500000000
"Thamrin, Jakarta Pusat",2,1,56,1700000000
"Karet Tengsin, Jakarta Pusat",1,1,37,850000000
"Kebon Kacang, Jakarta Pusat",1,1,34,890000000
"Kebon Kacang, Jakarta Pusat",1,1,34,890000000
"Tanah Abang, Jakarta Pusat",2,1,85,2600000000
"Thamrin, Jakarta Pusat",1,1,41,1400000000
"Thamrin, Jakarta Pusat",1,1,34,890000000
"Thamrin, Jakarta Pusat",1,1,42,885000000
"Kebon Kacang, Jakarta Pusat",1,1,34,890000000
"Thamrin, Jakarta Pusat",2,2,104,6200000000
"Tanah Abang, Jakarta Pusat",2,1,58,1590000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",3,1,87,2100000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Kebon Kacang, Jakarta Pusat",1,1,34,890000000
"Tanah Abang, Jakarta Pusat",1,1,38,1100000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",1,1,35,900000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",2,2,77,1900000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Tanah Abang, Jakarta Pusat",2,1,61,2200000000
"Kebon Melati, Jakarta Pusat",1,1,28,1550000000
"Kebon Melati, Jakarta Pusat",2,1,48,1600000000
"Thamrin, Jakarta Pusat",3,2,103,1900000000
"Thamrin, Jakarta Pusat",2,1,51,1400000000
"Karet Tengsin, Jakarta Pusat",3,2,100,2800000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1150000000
"Tanah Abang, Jakarta Pusat",1,1,45,755000000
"Thamrin, Jakarta Pusat",1,1,28,950000000
"Thamrin, Jakarta Pusat",1,1,28,950000000
"Kebon Kacang, Jakarta Pusat",2,2,157,5500000000
"Bendungan Hilir, Jakarta Pusat",3,2,154,3200000000
"Senayan, Jakarta Pusat",1,1,65,2500000000
"Bendungan Hilir, Jakarta Pusat",1,1,49,1200000000
"Bendungan Hilir, Jakarta Pusat",3,2,110,2800000000
"Tanah Abang, Jakarta Pusat",1,1,30,650000000
"Thamrin, Jakarta Pusat",1,1,58,2300000000
"Thamrin, Jakarta Pusat",1,1,58,2300000000
"Karet Tengsin, Jakarta Pusat",3,2,82,2650000000
"Bendungan Hilir, Jakarta Pusat",3,2,187,4500000000
"Thamrin, Jakarta Pusat",3,2,98,2100000000
"Thamrin, Jakarta Pusat",2,1,77,1900000000
"Thamrin, Jakarta Pusat",3,2,103,1900000000
"Thamrin, Jakarta Pusat",2,2,103,3000000000
"Thamrin, Jakarta Pusat",3,2,103,2400000000
"Thamrin, Jakarta Pusat",3,2,103,2500000000
"Thamrin, Jakarta Pusat",2,1,65,1600000000
"Bendungan Hilir, Jakarta Pusat",2,2,90,2700000000
"Thamrin, Jakarta Pusat",2,1,65,1500000000
"Thamrin, Jakarta Pusat",3,2,103,2350000000
"Thamrin, Jakarta Pusat",1,1,42,1100000000
"Thamrin, Jakarta Pusat",2,1,58,1500000000
"Karet Tengsin, Jakarta Pusat",1,1,42,950000000
"Karet Tengsin, Jakarta Pusat",2,1,48,950000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"Thamrin, Jakarta Pusat",1,1,42,1150000000
"Tanah Abang, Jakarta Pusat",2,1,58,1500000000
"Tanah Abang, Jakarta Pusat",2,1,58,1400000000
"Tanah Abang, Jakarta Pusat",2,1,48,875000000
"Tanah Abang, Jakarta Pusat",2,1,65,1700000000
"Tanah Abang, Jakarta Pusat",1,1,40,1150000000
"Tanah Abang, Jakarta Pusat",1,2,93,4250000000
"Tanah Abang, Jakarta Pusat",2,2,75,2150000000
"Tanah Abang, Jakarta Pusat",3,2,142,3800000000
"Tanah Abang, Jakarta Pusat",1,1,53,1000000000
"Tanah Abang, Jakarta Pusat",3,2,140,4350000000
"Bendungan Hilir, Jakarta Pusat",3,2,150,3600000000
"Tanah Abang, Jakarta Pusat",2,1,48,875000000
"Tanah Abang, Jakarta Pusat",2,1,47,1200000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1200000000
"Thamrin, Jakarta Pusat",2,1,65,1500000000
"Thamrin, Jakarta Pusat",1,1,40,850000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1150000000
"Karet Tengsin, Jakarta Pusat",2,1,48,990000000
"Thamrin, Jakarta Pusat",2,1,58,1520000000
"Thamrin, Jakarta Pusat",1,1,55,3500000000
"Thamrin, Jakarta Pusat",1,1,55,3500000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1200000000
"Karet Tengsin, Jakarta Pusat",3,2,78,2200000000
"Karet Tengsin, Jakarta Pusat",1,1,32,810000000
"Karet Tengsin, Jakarta Pusat",2,1,48,950000000
"Karet Tengsin, Jakarta Pusat",2,1,48,1100000000
"Senayan, Jakarta Pusat",3,2,157,5200000000
"Thamrin, Jakarta Pusat",1,1,42,1000000000
"Thamrin, Jakarta Pusat",1,1,42,1150000000
"Tanah Abang, Jakarta Pusat",2,1,79,1700000000
"Thamrin, Jakarta Pusat",2,1,73,2300000000
"Thamrin, Jakarta Pusat",2,1,67,1600000000
"Tanah Abang, Jakarta Pusat",2,2,80,2200000000
